Date,SMB,HML
16 December 2016,0.05,-0.42
19 December 2016,0.31,0.08
20 December 2016,0.42,0.68
21 December 2016,-0.38,0.24
22 December 2016,-0.75,0.24
23 December 2016,0.56,-0.52
27 December 2016,0.21,0.13
28 December 2016,-0.27,0.08
29 December 2016,0.13,-0.31
30 December 2016,-0.11,0.2
03 January 2017,-0.11,0.09
04 January 2017,0.96,-0.15
05 January 2017,-0.87,-0.8
06 January 2017,-0.63,-0.32
09 January 2017,-0.27,-1.03
10 January 2017,0.97,0.56
11 January 2017,-0.31,0.53
12 January 2017,-0.57,-0.88
13 January 2017,0.63,-0.08
17 January 2017,-0.86,-0.59
18 January 2017,0.17,0.23
19 January 2017,-0.5,-0.03
20 January 2017,0.06,0.18
23 January 2017,-0.02,-0.3
24 January 2017,0.68,0.81
25 January 2017,0.15,0.35
26 January 2017,-0.62,0.38
27 January 2017,0.03,-0.67
30 January 2017,-0.72,-0.41
31 January 2017,0.88,-0.55
01 February 2017,-0.05,0.02
02 February 2017,-0.26,-0.31
03 February 2017,0.55,0.65
06 February 2017,-0.57,-0.2
07 February 2017,-0.29,-0.51
08 February 2017,-0.24,-0.53
09 February 2017,0.7,0.03
10 February 2017,0.38,0.12
13 February 2017,-0.32,0.33
14 February 2017,-0.23,0.33
15 February 2017,0.19,-0.44
16 February 2017,-0.21,-0.04
17 February 2017,-0.01,-0.57
21 February 2017,-0.03,0.13
22 February 2017,-0.37,0.12
23 February 2017,-0.68,0.26
24 February 2017,0.04,-0.91
27 February 2017,0.82,-0.34
28 February 2017,-1.38,0.2
01 March 2017,0.43,0.72
02 March 2017,-0.53,-0.88
03 March 2017,-0.22,0.15
06 March 2017,-0.35,-0.1
07 March 2017,-0.29,-0.05
08 March 2017,-0.1,-0.82
09 March 2017,-0.47,-0.28
10 March 2017,0.1,-0.38
13 March 2017,0.32,-0.03
14 March 2017,-0.23,0.02
15 March 2017,0.73,-0.41
16 March 2017,0.44,0.23
17 March 2017,0.62,-0.26
20 March 2017,-0.07,-0.75
21 March 2017,-1.34,-0.69
22 March 2017,-0.3,-0.54
23 March 2017,0.69,0.46
24 March 2017,0.12,-0.24
27 March 2017,0.56,-0.52
28 March 2017,-0.15,0.71
29 March 2017,0.4,-0.06
30 March 2017,0.33,0.93
31 March 2017,0.57,-0.31
03 April 2017,-1.1,-0.11
04 April 2017,-0.22,0.32
05 April 2017,-0.79,-0.3
06 April 2017,0.69,0.49
07 April 2017,0.14,-0.26
10 April 2017,0.11,0.11
11 April 2017,0.8,0.25
12 April 2017,-0.84,-0.53
13 April 2017,-0.23,-0.79
17 April 2017,0.24,0.22
18 April 2017,0.36,-0.16
19 April 2017,0.59,-0.38
20 April 2017,0.52,0.27
21 April 2017,0.1,-0.14
24 April 2017,0.17,0.52
25 April 2017,0.36,-0.05
26 April 2017,0.7,0.32
27 April 2017,-0.13,-0.95
28 April 2017,-0.67,-0.59
01 May 2017,0.27,-0.13
02 May 2017,-0.46,-0.21
03 May 2017,-0.54,0.2
04 May 2017,-0.06,-0.35
05 May 2017,0.07,0.06
08 May 2017,-0.27,0.29
09 May 2017,0.49,-0.81
10 May 2017,0.19,0.02
11 May 2017,-0.36,-0.14
12 May 2017,-0.3,-0.62
15 May 2017,0.25,0.19
16 May 2017,0.16,-0.09
17 May 2017,-0.88,-0.53
18 May 2017,0.05,-0.4
19 May 2017,-0.38,0.41
22 May 2017,0.28,-0.3
23 May 2017,-0.07,0.62
24 May 2017,-0.16,-0.5
25 May 2017,-0.27,-0.77
26 May 2017,-0.02,0.09
30 May 2017,-0.5,-0.32
31 May 2017,0.03,-0.56
01 June 2017,0.99,0.04
02 June 2017,0.55,-0.8
05 June 2017,-0.46,0
06 June 2017,0.1,-0.07
07 June 2017,-0.19,0.01
08 June 2017,1.16,0.92
09 June 2017,0.01,2.38
12 June 2017,-0.27,0.35
13 June 2017,0.08,-0.14
14 June 2017,-0.47,-0.54
15 June 2017,-0.23,-0.12
16 June 2017,-0.23,-0.18
19 June 2017,0.12,-0.74
20 June 2017,-0.41,-0.51
21 June 2017,-0.05,-1.69
22 June 2017,0.52,-0.41
23 June 2017,0.82,-0.51
26 June 2017,-0.05,0.69
27 June 2017,-0.4,1.33
28 June 2017,0.74,0.21
29 June 2017,-0.11,1.38
30 June 2017,-0.09,-0.23
03 July 2017,0.35,1.21
05 July 2017,-0.7,-0.57
06 July 2017,-0.5,0.11
07 July 2017,0.42,-0.41
10 July 2017,-0.43,-0.09
11 July 2017,0.38,-0.53
12 July 2017,0.13,-0.53
13 July 2017,-0.06,0.37
14 July 2017,-0.13,-0.51
17 July 2017,0.21,0.13
18 July 2017,-0.3,-0.33
19 July 2017,0.52,0.03
20 July 2017,0.05,-0.01
21 July 2017,-0.42,-0.28
24 July 2017,0.12,-0.2
25 July 2017,0.37,0.92
26 July 2017,-0.35,-0.7
27 July 2017,-0.62,0.45
28 July 2017,-0.06,0.24
31 July 2017,-0.33,0.44
01 August 2017,-0.24,0.18
02 August 2017,-1.17,0.15
03 August 2017,-0.33,-0.29
04 August 2017,0.3,0.36
07 August 2017,-0.09,-0.6
08 August 2017,-0.1,0.21
09 August 2017,-0.76,-0.1
10 August 2017,-0.29,0.25
11 August 2017,0.24,-0.88
14 August 2017,0.26,0.06
15 August 2017,-0.85,-0.04
16 August 2017,-0.12,-0.45
17 August 2017,-0.17,-0.15
18 August 2017,0.14,0.21
21 August 2017,-0.25,-0.22
22 August 2017,-0.02,-0.25
23 August 2017,0.1,0.4
24 August 2017,0.6,0.18
25 August 2017,0.12,0.58
28 August 2017,0.35,-0.74
29 August 2017,0.13,-0.39
30 August 2017,0.02,-0.32
31 August 2017,0.47,-0.42
01 September 2017,0.41,0.44
05 September 2017,0.1,-0.95
06 September 2017,-0.02,0.13
07 September 2017,0.15,-0.93
08 September 2017,0.04,0.36
11 September 2017,-0.12,0.63
12 September 2017,0.25,0.71
13 September 2017,0.31,0.36
14 September 2017,-0.04,-0.07
15 September 2017,0.28,0.12
18 September 2017,0.37,0.2
19 September 2017,-0.28,0.35
20 September 2017,0.23,0.52
21 September 2017,0.1,0.37
22 September 2017,0.44,0.13
25 September 2017,0.31,0.63
26 September 2017,0.38,0.13
27 September 2017,1.38,0.17
28 September 2017,0.16,-0.07
29 September 2017,-0.12,-0.27
02 October 2017,0.84,0.16
03 October 2017,-0.03,-0.02
04 October 2017,-0.28,-0.45
05 October 2017,-0.34,0.35
06 October 2017,-0.08,-0.25
09 October 2017,-0.28,-0.05
10 October 2017,-0.01,0.42
11 October 2017,-0.2,-0.22
12 October 2017,0.04,-0.51
13 October 2017,-0.22,0.11
16 October 2017,-0.28,0.37
17 October 2017,-0.33,-0.28
18 October 2017,0.31,0.22
19 October 2017,-0.38,0.17
20 October 2017,-0.07,0.28
23 October 2017,-0.42,0.12
24 October 2017,-0.18,0.47
25 October 2017,-0.01,0.11
26 October 2017,0.04,0.22
27 October 2017,-0.02,-1.01
30 October 2017,-0.8,-0.06
31 October 2017,0.81,-0.22
01 November 2017,-0.8,0.15
02 November 2017,-0.03,0.49
03 November 2017,-0.42,-0.69
06 November 2017,0.2,0.19
07 November 2017,-1.36,-0.37
08 November 2017,0.06,-0.62
09 November 2017,-0.02,0.22
10 November 2017,0.05,-0.38
13 November 2017,-0.3,0.02
14 November 2017,-0.13,0
15 November 2017,-0.05,0.24
16 November 2017,0.85,-0.52
17 November 2017,0.74,0.29
20 November 2017,0.56,0
21 November 2017,0.41,-0.35
22 November 2017,0.1,-0.03
24 November 2017,0.02,-0.45
27 November 2017,-0.37,0.03
28 November 2017,0.39,0.86
29 November 2017,0.04,1.44
30 November 2017,-0.56,-0.51
01 December 2017,-0.37,0.37
04 December 2017,-0.35,1.23
05 December 2017,-0.44,-0.24
06 December 2017,-0.45,-0.52
07 December 2017,0.25,-0.17
08 December 2017,-0.44,-0.13
11 December 2017,-0.4,-0.14
12 December 2017,-0.52,0.52
13 December 2017,0.71,-0.88
14 December 2017,-0.69,-0.21
15 December 2017,0.68,0.03
18 December 2017,0.75,0.26
19 December 2017,-0.36,-0.26
20 December 2017,0.36,0.05
21 December 2017,0.27,0.63
22 December 2017,-0.23,-0.2
26 December 2017,0.34,-0.06
27 December 2017,-0.13,-0.19
28 December 2017,0.12,0.04
29 December 2017,-0.3,0.02
02 January 2018,0.36,-0.22
03 January 2018,-0.39,-0.21
04 January 2018,-0.26,0.24
05 January 2018,-0.34,-0.26
08 January 2018,-0.16,0.07
09 January 2018,-0.36,-0.03
10 January 2018,0.07,0.58
11 January 2018,1.16,0.29
12 January 2018,-0.3,0.17
16 January 2018,-1.02,-0.02
17 January 2018,-0.02,-0.15
18 January 2018,-0.5,-0.25
19 January 2018,0.94,-0.07
22 January 2018,-0.34,-0.14
23 January 2018,0.14,-0.33
24 January 2018,-0.8,0.39
25 January 2018,0.17,-0.49
26 January 2018,-0.62,-0.5
29 January 2018,-0.02,-0.26
30 January 2018,0.11,-0.17
31 January 2018,-0.72,0.06
01 February 2018,0.1,0.51
02 February 2018,0.03,-0.27
05 February 2018,0.78,-0.56
06 February 2018,-0.51,-0.23
07 February 2018,0.51,0.27
08 February 2018,0.83,0.47
09 February 2018,-0.62,0.11
12 February 2018,-0.43,-0.29
13 February 2018,0.05,-0.23
14 February 2018,0.26,0.46
15 February 2018,-0.14,-0.65
16 February 2018,0.36,0.13
20 February 2018,-0.36,-0.26
21 February 2018,0.78,0.2
22 February 2018,0.04,-0.39
23 February 2018,-0.36,-0.14
26 February 2018,-0.49,-0.07
27 February 2018,-0.2,0.01
28 February 2018,-0.4,-0.31
01 March 2018,1.01,-0.04
02 March 2018,1.16,-0.5
05 March 2018,-0.39,0.25
06 March 2018,0.67,0.1
07 March 2018,0.8,-0.45
08 March 2018,-0.49,-0.33
09 March 2018,-0.27,0.28
12 March 2018,0.46,-0.06
13 March 2018,0.09,-0.01
14 March 2018,0.23,-0.54
15 March 2018,-0.41,0.31
16 March 2018,0.46,0.2
19 March 2018,0.34,0.41
20 March 2018,-0.07,-0.38
21 March 2018,0.75,0.45
22 March 2018,0.5,-0.46
23 March 2018,0.2,-0.2
26 March 2018,-0.69,0.02
27 March 2018,-0.24,0.39
28 March 2018,0.11,0.65
29 March 2018,-0.29,-0.21
02 April 2018,-0.14,0.39
03 April 2018,-0.05,0.17
04 April 2018,0.32,-0.31
05 April 2018,0.03,0.48
06 April 2018,0.4,-0.06
09 April 2018,-0.15,-0.5
10 April 2018,0.4,-0.12
11 April 2018,0.92,-0.31
12 April 2018,-0.22,0.19
13 April 2018,0.02,-0.25
16 April 2018,0.08,-0.04
17 April 2018,0.16,-1.18
18 April 2018,0.24,0.02
19 April 2018,-0.46,1.08
20 April 2018,0.06,0.62
23 April 2018,-0.08,0.2
24 April 2018,0.52,0.98
25 April 2018,-0.34,0.01
26 April 2018,-0.41,-0.85
27 April 2018,-0.27,0.07
30 April 2018,0.03,-0.08
01 May 2018,0.22,-0.53
02 May 2018,1.26,-0.28
03 May 2018,-0.5,-0.17
04 May 2018,0.03,-0.23
07 May 2018,0.42,-0.36
08 May 2018,0.48,0.26
09 May 2018,-0.19,0.24
10 May 2018,-0.43,-0.04
11 May 2018,0.11,-0.37
14 May 2018,-0.35,0.11
15 May 2018,0.68,0.41
16 May 2018,0.7,-0.24
17 May 2018,0.9,0.25
18 May 2018,0.56,-0.58
21 May 2018,-0.21,0.43
22 May 2018,-0.75,0.59
23 May 2018,0.05,-0.71
24 May 2018,0.34,-0.31
25 May 2018,0.23,-0.4
29 May 2018,1.32,-1.03
30 May 2018,0.06,0.35
31 May 2018,0.07,-0.4
01 June 2018,-0.22,-0.13
04 June 2018,0.17,-0.46
05 June 2018,0.82,-0.41
06 June 2018,-0.34,0.17
07 June 2018,-0.29,0.92
08 June 2018,0.08,-0.4
11 June 2018,0.18,-0.16
12 June 2018,0.24,-0.61
13 June 2018,0.1,-0.21
14 June 2018,0.32,-0.99
15 June 2018,0.04,-0.24
18 June 2018,0.74,0.09
19 June 2018,0.56,-0.18
20 June 2018,0.73,-0.52
21 June 2018,-0.63,0.32
22 June 2018,0.01,0.44
25 June 2018,-0.56,0.55
26 June 2018,0.61,-0.19
27 June 2018,-0.99,0.39
28 June 2018,-0.19,-0.51
29 June 2018,-0.19,-0.24
02 July 2018,0.45,-0.35
03 July 2018,0.76,0.09
05 July 2018,0.42,-0.4
06 July 2018,0.07,-0.38
09 July 2018,-0.37,0.78
10 July 2018,-0.81,-0.08
11 July 2018,0,-0.53
12 July 2018,-0.33,-1.08
13 July 2018,-0.12,-0.29
16 July 2018,-0.73,0.84
17 July 2018,0.24,-0.68
18 July 2018,-0.25,0.61
19 July 2018,0.97,-0.37
20 July 2018,-0.17,0.08
23 July 2018,-0.24,0.38
24 July 2018,-1.38,0.52
25 July 2018,-0.39,-1.21
26 July 2018,0.64,0.61
27 July 2018,-1.38,1.15
30 July 2018,-0.25,1.66
31 July 2018,0.78,-0.96
01 August 2018,0.1,-0.3
02 August 2018,0.37,-0.73
03 August 2018,-1.06,0.55
06 August 2018,0.27,-0.32
07 August 2018,0.01,-0.13
08 August 2018,-0.13,0.23
09 August 2018,0.38,-0.32
10 August 2018,0.43,-0.23
13 August 2018,-0.16,-0.31
14 August 2018,0.32,0.2
15 August 2018,-0.55,-0.14
16 August 2018,-0.08,0.27
17 August 2018,0.08,0.04
20 August 2018,0.12,0.17
21 August 2018,0.87,0.15
22 August 2018,0.41,-0.45
23 August 2018,-0.05,-0.33
24 August 2018,-0.04,-0.51
27 August 2018,-0.69,-0.11
28 August 2018,-0.12,-0.29
29 August 2018,-0.04,-0.59
30 August 2018,0.3,-0.43
31 August 2018,0.5,-0.43
04 September 2018,-0.33,-0.08
05 September 2018,-0.19,0.69
06 September 2018,-0.39,-0.13
07 September 2018,0.08,-0.21
10 September 2018,0.1,-0.33
11 September 2018,-0.3,-0.21
12 September 2018,-0.09,-0.06
13 September 2018,-0.44,-0.39
14 September 2018,0.26,0.25
17 September 2018,-0.47,0.92
18 September 2018,0.07,-0.53
19 September 2018,-0.62,1.17
20 September 2018,0.3,-0.18
21 September 2018,-0.44,0.38
24 September 2018,0.03,-0.87
25 September 2018,0.3,-0.44
26 September 2018,-0.4,-0.58
27 September 2018,-0.26,-0.57
28 September 2018,0.4,-0.19
01 October 2018,-1.63,0.37
02 October 2018,-1,0.66
03 October 2018,0.88,0.44
04 October 2018,-1.04,1.54
05 October 2018,-0.4,0.39
08 October 2018,-0.38,1.19
09 October 2018,-0.26,0.17
10 October 2018,0.28,1.14
11 October 2018,0.43,-0.89
12 October 2018,-0.88,-1.69
15 October 2018,0.92,0.47
16 October 2018,0.68,-1.45
17 October 2018,-0.64,0.18
18 October 2018,-0.57,0.52
19 October 2018,-1.32,0.8
22 October 2018,0.44,-1.19
23 October 2018,-0.14,-0.33
24 October 2018,-0.88,0.62
25 October 2018,0.47,-0.72
26 October 2018,0.56,0.36
29 October 2018,-0.29,1.63
30 October 2018,0.37,0.11
31 October 2018,-0.63,-0.69
01 November 2018,1.3,-1.1
02 November 2018,0.8,0.64
05 November 2018,-0.98,1.55
06 November 2018,-0.15,0.04
07 November 2018,-0.33,-1.03
08 November 2018,-0.24,0.22
09 November 2018,-0.91,0.38
12 November 2018,0,0.96
13 November 2018,-0.1,0.07
14 November 2018,-0.02,-0.2
15 November 2018,0.37,-0.55
16 November 2018,0,-0.01
19 November 2018,-0.66,2.32
20 November 2018,0.14,-0.63
21 November 2018,0.97,-0.3
23 November 2018,0.79,-0.57
26 November 2018,-0.67,-0.18
27 November 2018,-1.07,0.27
28 November 2018,0.48,-1.27
29 November 2018,-0.12,-0.17
30 November 2018,-0.35,-0.38
03 December 2018,-0.07,-0.7
04 December 2018,-0.97,-0.12
06 December 2018,0.1,-1
07 December 2018,0.23,1.29
10 December 2018,-0.22,-1.57
11 December 2018,-0.08,-0.35
12 December 2018,0.55,-0.13
13 December 2018,-1.5,-0.17
14 December 2018,-0.1,0.59
17 December 2018,-0.26,0.98
18 December 2018,0,-0.55
19 December 2018,-0.65,0.17
20 December 2018,-0.23,0.77
21 December 2018,-0.58,0.83
24 December 2018,0.99,-0.45
26 December 2018,-0.01,-1.05
27 December 2018,-0.67,-0.08
28 December 2018,0.74,0.25
31 December 2018,-0.09,-0.47
02 January 2019,0.57,1.15
03 January 2019,0.39,1.22
04 January 2019,0.44,-0.73
07 January 2019,0.94,-0.66
08 January 2019,0.5,-0.53
09 January 2019,0.5,-0.05
10 January 2019,0,-0.41
11 January 2019,0.1,0.3
14 January 2019,-0.56,0.87
15 January 2019,0,-0.88
16 January 2019,0.11,0.83
17 January 2019,0.1,-0.19
18 January 2019,-0.35,0.12
22 January 2019,-0.38,0.3
23 January 2019,-0.41,-0.13
24 January 2019,0.45,-0.09
25 January 2019,0.47,-0.36
28 January 2019,-0.17,0.66
29 January 2019,0,0.17
30 January 2019,-0.1,-1.06
31 January 2019,0.13,-1.08
01 February 2019,-0.12,0.34
04 February 2019,0.52,-0.57
05 February 2019,-0.1,-0.56
06 February 2019,-0.01,0.01
07 February 2019,-0.14,0.41
08 February 2019,0.03,-0.68
11 February 2019,0.64,0.21
12 February 2019,0.03,-0.24
13 February 2019,0.08,0.05
14 February 2019,0.5,-0.55
15 February 2019,0.24,0.53
19 February 2019,0.28,0.32
20 February 2019,0.21,0.59
21 February 2019,-0.07,-0.26
22 February 2019,0.51,-1.37
25 February 2019,-0.24,-0.2
26 February 2019,-0.63,-0.32
27 February 2019,0.22,-0.16
28 February 2019,0.01,-0.27
