Date,Price,Open,High,Low,Vol.,Change
"Oct 06, 2017",356.88,353.1,360.1,352.25,4.30M,0.44%
"Oct 05, 2017",355.33,356,357.44,351.35,4.17M,0.09%
"Oct 04, 2017",355.01,351.25,358.62,349.6,8.16M,1.97%
"Oct 03, 2017",348.14,335.9,348.55,331.28,10.15M,1.94%
"Oct 02, 2017",341.53,342.52,343.7,335.51,5.29M,0.13%
"Sep 29, 2017",341.1,341.86,344.68,338.6,5.11M,0.44%
"Sep 28, 2017",339.6,339.88,342.75,335.4,5.32M,-0.40%
"Sep 27, 2017",340.97,349.9,351.49,340.5,6.06M,-1.24%
"Sep 26, 2017",345.25,350.93,351.24,340.9,7.16M,0.08%
"Sep 25, 2017",344.99,353.15,357.47,342.88,7.61M,-1.74%
"Sep 22, 2017",351.09,366.49,369.9,350.88,8.16M,-4.20%
"Sep 21, 2017",366.48,374.9,376.83,364.51,4.62M,-1.99%
"Sep 20, 2017",373.91,373,378.25,371.07,4.92M,-0.32%
"Sep 19, 2017",375.1,380,382.39,373.57,6.45M,-2.57%
"Sep 18, 2017",385,380.25,389.61,377.68,7.19M,1.37%
"Sep 15, 2017",379.81,374.51,380,372.7,5.42M,0.57%
"Sep 14, 2017",377.64,364.33,377.96,362.63,7.20M,3.12%
"Sep 13, 2017",366.23,363.82,368.07,359.59,4.19M,0.96%
"Sep 12, 2017",362.75,364.49,368.76,360.4,5.97M,-0.26%
"Sep 11, 2017",363.69,351.35,363.71,350,7.67M,5.91%
"Sep 08, 2017",343.4,348.99,349.78,342.3,3.26M,-2.06%
"Sep 07, 2017",350.61,345.98,352.48,343.45,4.24M,1.76%
"Sep 06, 2017",344.53,349.5,350.98,341.56,4.09M,-1.45%
"Sep 05, 2017",349.59,353.8,355.49,345.89,3.85M,-1.63%
"Sep 01, 2017",355.4,356.12,357.59,353.69,3.05M,-0.14%
"Aug 31, 2017",355.9,353.55,358.44,352.82,4.07M,0.77%
"Aug 30, 2017",353.18,349.67,353.47,347,3.41M,1.68%
"Aug 29, 2017",347.36,339.48,349.05,338.75,4.07M,0.49%
"Aug 28, 2017",345.66,347.28,347.35,339.72,3.76M,-0.69%
"Aug 25, 2017",348.05,354.24,355.69,347.3,3.48M,-1.38%
"Aug 24, 2017",352.93,352.52,356.66,349.74,4.58M,0.05%
"Aug 23, 2017",352.77,338.99,353.49,338.3,4.95M,3.35%
"Aug 22, 2017",341.35,341.13,342.24,337.37,4.32M,1.03%
"Aug 21, 2017",337.86,345.82,345.82,331.85,6.50M,-2.76%
"Aug 18, 2017",347.46,352.91,354,345.8,5.41M,-1.27%
"Aug 17, 2017",351.92,361.21,363.3,351.59,5.03M,-3.03%
"Aug 16, 2017",362.91,363,366.5,362.52,3.41M,0.16%
"Aug 15, 2017",362.33,365.2,365.49,359.37,3.09M,-0.40%
"Aug 14, 2017",363.8,364.63,367.66,362.6,4.52M,1.66%
"Aug 11, 2017",357.87,356.97,361.26,353.62,4.37M,0.69%
"Aug 10, 2017",355.4,361.6,366.65,354.66,7.09M,-2.24%
"Aug 09, 2017",363.53,361,370,358.95,6.89M,-0.46%
"Aug 08, 2017",365.22,357.53,368.58,357.4,7.45M,2.83%
"Aug 07, 2017",355.17,357.35,359.48,352.75,6.32M,-0.49%
"Aug 04, 2017",356.91,347,357.27,343.3,9.27M,2.83%
"Aug 03, 2017",347.09,345.33,350,343.15,13.54M,6.51%
"Aug 02, 2017",325.89,318.94,327.12,311.22,13.09M,1.98%
"Aug 01, 2017",319.57,323,324.45,316.13,8.30M,-1.21%
"Jul 31, 2017",323.47,335.5,341.49,321.04,8.54M,-3.46%
"Jul 28, 2017",335.07,336.89,339.6,332.51,4.88M,0.18%
"Jul 27, 2017",334.46,346,347.5,326.29,8.30M,-2.73%
"Jul 26, 2017",343.85,340.36,345.5,338.12,4.82M,1.25%
"Jul 25, 2017",339.6,345,345.6,334.15,6.99M,-0.85%
"Jul 24, 2017",342.52,330.24,343.4,330.01,8.64M,4.30%
"Jul 21, 2017",328.4,329.46,331.26,325.8,4.90M,-0.46%
"Jul 20, 2017",329.92,326.9,330.22,324.2,5.17M,1.43%
"Jul 19, 2017",325.26,328.23,331.65,323.22,6.36M,-0.91%
"Jul 18, 2017",328.24,317.5,329.13,315.66,6.37M,2.71%
"Jul 17, 2017",319.57,325.54,327.1,313.45,9.88M,-2.50%
"Jul 14, 2017",327.78,323.19,328.42,321.22,5.63M,1.35%
"Jul 13, 2017",323.41,330.11,331.6,319.97,8.59M,-1.85%
"Jul 12, 2017",329.52,330.4,333.1,324.5,10.35M,0.70%
"Jul 11, 2017",327.22,316,327.28,314.3,11.56M,3.53%
"Jul 10, 2017",316.05,312.9,317.94,303.13,13.82M,0.90%
"Jul 07, 2017",313.22,313.5,317,307.38,14.18M,1.42%
"Jul 06, 2017",308.83,317.26,320.79,306.3,19.32M,-5.58%
"Jul 05, 2017",327.09,347.2,347.24,326.33,17.05M,-7.24%
"Jul 03, 2017",352.62,370.24,371.35,351.5,6.31M,-2.49%
"Jun 30, 2017",361.61,363.71,366.77,359.62,5.85M,0.24%
"Jun 29, 2017",360.75,370.61,371,354.1,8.22M,-2.83%
"Jun 28, 2017",371.24,366.68,371.74,362.52,6.30M,2.45%
"Jun 27, 2017",362.37,376.4,376.4,362.02,7.00M,-4.01%
"Jun 26, 2017",377.49,386.69,386.95,373.1,6.60M,-1.55%
"Jun 23, 2017",383.45,382.45,386.99,379.35,6.45M,0.22%
"Jun 22, 2017",382.61,377.99,385,373.57,7.53M,1.65%
"Jun 21, 2017",376.4,374.35,376.99,368.02,4.92M,1.12%
"Jun 20, 2017",372.24,376.67,378.88,369.73,7.44M,0.66%
"Jun 19, 2017",369.8,375,376.7,367.8,6.55M,-0.43%
"Jun 16, 2017",371.4,377.98,378.01,370.1,6.73M,-1.05%
"Jun 15, 2017",375.34,372.5,375.46,366.49,10.43M,-1.40%
"Jun 14, 2017",380.66,381.08,384.25,376.31,12.82M,1.25%
"Jun 13, 2017",375.95,367.62,376,366.61,11.81M,4.72%
"Jun 12, 2017",359.01,357.99,364.5,350.62,10.52M,0.47%
"Jun 09, 2017",357.32,374.42,376.87,354.8,17.26M,-3.43%
"Jun 08, 2017",370,363.75,371.9,360.22,9.06M,2.88%
"Jun 07, 2017",359.65,356.34,360.5,355.14,9.40M,1.93%
"Jun 06, 2017",352.85,344.7,359.49,339.97,11.09M,1.59%
"Jun 05, 2017",347.32,338.5,348.44,334.21,6.78M,2.20%
"Jun 02, 2017",339.85,339.77,342.88,335.93,5.59M,-0.15%
"Jun 01, 2017",340.37,344,344.88,337.29,7.61M,-0.19%
"May 31, 2017",341.01,337.69,342.89,335.16,9.96M,1.76%
"May 30, 2017",335.1,326,336.28,325.76,7.78M,3.06%
"May 26, 2017",325.14,317.28,325.49,316.31,7.80M,2.62%
"May 25, 2017",316.83,311.02,316.97,307.81,5.01M,2.13%
"May 24, 2017",310.22,306.51,311,305.4,5.04M,2.09%
"May 23, 2017",303.86,310.46,310.73,303.48,4.32M,-2.09%
"May 22, 2017",310.35,312.8,314.37,306.8,4.33M,-0.15%
"May 19, 2017",310.83,315.5,316.5,310.2,4.69M,-0.71%
"May 18, 2017",313.06,307,313.94,305.31,5.65M,2.27%
"May 17, 2017",306.11,314.39,314.63,305.5,6.71M,-3.44%
"May 16, 2017",317.01,317.59,320.06,315.14,4.15M,0.36%
"May 15, 2017",315.88,318.38,320.2,312.53,7.62M,-2.75%
"May 12, 2017",324.81,325.48,327,321.53,4.12M,0.53%
"May 11, 2017",323.1,323.4,326,319.6,4.75M,-0.65%
"May 10, 2017",325.22,321.56,325.5,318.12,5.74M,1.23%
"May 09, 2017",321.26,309.38,321.99,309.1,9.68M,4.58%
"May 08, 2017",307.19,310.9,313.79,305.82,7.01M,-0.38%
"May 05, 2017",308.35,298,308.55,296.8,8.18M,4.36%
"May 04, 2017",295.46,307.44,307.77,290.76,14.15M,-5.00%
"May 03, 2017",311.02,317.67,321.53,310.45,7.13M,-2.47%
"May 02, 2017",318.89,324,327.66,316.56,5.38M,-1.22%
"May 01, 2017",322.83,314.88,327.25,314.81,8.83M,2.79%
"Apr 28, 2017",314.07,309.83,314.8,308,4.51M,1.76%
"Apr 27, 2017",308.63,311.69,313.09,307.5,3.47M,-0.50%
"Apr 26, 2017",310.17,312.37,314.5,309,4.70M,-1.15%
"Apr 25, 2017",313.79,308,313.98,305.86,6.74M,1.87%
"Apr 24, 2017",308.03,309.22,310.55,306.02,5.08M,0.80%
"Apr 21, 2017",305.6,302,306.4,300.42,4.51M,1.02%
"Apr 20, 2017",302.51,306.51,309.15,300.23,6.15M,-0.99%
"Apr 19, 2017",305.52,302.46,306.62,302.11,3.90M,1.76%
"Apr 18, 2017",300.25,299.7,300.84,297.9,3.04M,-0.39%
"Apr 17, 2017",301.44,302.7,304,298.68,4.14M,-0.84%
"Apr 13, 2017",304,296.7,307.39,295.3,9.28M,2.41%
"Apr 12, 2017",296.84,306.34,308.45,296.32,6.05M,-3.85%
"Apr 11, 2017",308.71,313.38,313.47,305.5,5.72M,-1.18%
"Apr 10, 2017",312.39,309.15,313.73,308.71,7.66M,3.26%
"Apr 07, 2017",302.54,297.5,302.69,297.15,4.58M,1.29%
"Apr 06, 2017",298.7,296.88,301.94,294.1,5.52M,1.25%
"Apr 05, 2017",295,302.04,304.88,294.2,7.88M,-2.86%
"Apr 04, 2017",303.7,296.89,304.81,294.53,10.13M,1.74%
"Apr 03, 2017",298.52,286.9,299,284.58,13.89M,7.27%
"Mar 31, 2017",278.3,278.73,279.68,276.32,3.29M,0.14%
"Mar 30, 2017",277.92,278.04,282,277.21,4.15M,0.19%
"Mar 29, 2017",277.38,278.34,279.6,275.54,3.68M,-0.03%
"Mar 28, 2017",277.45,277.02,280.68,275,7.99M,2.68%
"Mar 27, 2017",270.22,260.6,270.57,259.75,6.23M,2.68%
"Mar 24, 2017",263.16,255.7,263.89,255.01,5.65M,3.29%
"Mar 23, 2017",254.78,255.39,257.67,253.3,3.32M,-0.09%
"Mar 22, 2017",255.01,251.56,255.07,250.51,4.06M,1.73%
"Mar 21, 2017",250.68,262.83,264.8,250.24,6.91M,-4.29%
"Mar 20, 2017",261.92,260.6,264.55,258.82,3.61M,0.16%
"Mar 17, 2017",261.5,264,265.33,261.2,6.50M,-0.21%
"Mar 16, 2017",262.05,262.4,265.75,259.06,7.13M,2.47%
"Mar 15, 2017",255.73,257,261,254.27,5.33M,-0.88%
"Mar 14, 2017",258,246.11,258.12,246.02,7.60M,4.81%
"Mar 13, 2017",246.17,244.82,246.85,242.78,3.02M,1.02%
"Mar 10, 2017",243.69,246.21,246.5,243,3.07M,-0.49%
"Mar 09, 2017",244.9,247.63,248.66,243,3.88M,-0.80%
"Mar 08, 2017",246.87,247,250.07,245.32,3.73M,-0.69%
"Mar 07, 2017",248.59,251.92,253.89,248.32,3.46M,-1.04%
"Mar 06, 2017",251.21,247.91,251.7,247.51,3.36M,-0.14%
"Mar 03, 2017",251.57,250.74,251.9,249,2.93M,0.44%
"Mar 02, 2017",250.48,249.71,253.28,248.27,3.35M,0.18%
"Mar 01, 2017",250.02,254.18,254.85,249.11,4.81M,0.01%
"Feb 28, 2017",249.99,244.19,251,243.9,6.08M,1.53%
"Feb 27, 2017",246.23,248.17,248.36,242.01,11.46M,-4.19%
"Feb 24, 2017",257,252.66,258.25,250.2,8.17M,0.39%
"Feb 23, 2017",255.99,264,264.66,255.56,14.92M,-6.41%
"Feb 22, 2017",273.51,280.31,283.45,272.6,8.75M,-1.40%
"Feb 21, 2017",277.39,275.45,281.4,274.01,5.68M,1.90%
"Feb 17, 2017",272.23,265.8,272.89,264.15,6.26M,1.22%
"Feb 16, 2017",268.95,277.6,280,268.5,7.08M,-3.86%
"Feb 15, 2017",279.76,280,282.24,276.44,4.95M,-0.43%
"Feb 14, 2017",280.98,279.03,287.39,278.61,7.35M,0.14%
"Feb 13, 2017",280.6,270.74,280.79,270.51,7.03M,4.22%
"Feb 10, 2017",269.23,269.79,270.95,266.11,3.62M,0.01%
"Feb 09, 2017",269.2,266.25,271.18,266.15,7.82M,2.72%
"Feb 08, 2017",262.08,257.35,263.36,256.2,3.93M,1.79%
"Feb 07, 2017",257.48,258.19,260,256.42,4.24M,-0.11%
"Feb 06, 2017",257.77,251,257.82,250.63,3.56M,2.56%
"Feb 03, 2017",251.33,251.91,252.18,249.68,2.19M,-0.09%
"Feb 02, 2017",251.55,248.34,252.42,247.71,2.50M,0.93%
"Feb 01, 2017",249.24,253.05,253.2,249.05,3.96M,-1.07%
"Jan 31, 2017",251.93,249.24,255.89,247.7,4.12M,0.52%
"Jan 30, 2017",250.63,252.53,255.29,247.1,3.80M,-0.92%
"Jan 27, 2017",252.95,251.38,253,248.52,3.17M,0.17%
"Jan 26, 2017",252.51,254.29,255.74,250.75,3.15M,-0.77%
"Jan 25, 2017",254.47,257.31,258.46,251.8,5.15M,-0.05%
"Jan 24, 2017",254.61,250,254.8,249.65,4.97M,2.29%
"Jan 23, 2017",248.92,245.85,250.89,245.5,6.26M,1.71%
"Jan 20, 2017",244.73,245.46,246,243.01,4.20M,0.40%
"Jan 19, 2017",243.76,247.25,248.68,240.75,7.73M,2.27%
"Jan 18, 2017",238.36,236.65,239.71,235.58,3.77M,1.18%
"Jan 17, 2017",235.58,236.7,239.96,234.37,4.62M,-0.91%
"Jan 13, 2017",237.75,230,237.85,229.59,6.09M,3.55%
"Jan 12, 2017",229.59,229.06,230.7,225.58,3.79M,-0.06%
"Jan 11, 2017",229.73,229.07,229.98,226.68,3.65M,-0.06%
"Jan 10, 2017",229.87,232,232,226.89,3.66M,-0.61%
"Jan 09, 2017",231.28,228.97,231.92,228,3.98M,0.99%
"Jan 06, 2017",229.01,226.93,230.31,225.45,5.53M,1.00%
"Jan 05, 2017",226.75,226.42,227.48,221.95,5.91M,-0.11%
"Jan 04, 2017",226.99,214.75,228,214.31,11.21M,4.61%
"Jan 03, 2017",216.99,214.86,220.33,210.96,5.92M,1.54%
"Dec 30, 2016",213.69,216.3,217.5,211.68,4.64M,-0.46%
"Dec 29, 2016",214.68,218.56,219.2,214.12,4.04M,-2.30%
"Dec 28, 2016",219.74,221.53,223.8,217.2,3.78M,0.10%
"Dec 27, 2016",219.53,214.88,222.25,214.42,5.92M,2.90%
"Dec 23, 2016",213.34,208,213.45,207.71,4.67M,2.35%
"Dec 22, 2016",208.45,208.22,209.99,206.5,3.11M,0.36%
"Dec 21, 2016",207.7,208.45,212.23,207.41,5.21M,-0.52%
"Dec 20, 2016",208.79,203.05,209,202.5,4.69M,2.99%
"Dec 19, 2016",202.73,202.49,204.45,199.84,3.49M,0.12%
"Dec 16, 2016",202.49,198.08,202.59,197.6,3.80M,2.49%
"Dec 15, 2016",197.58,198.41,200.74,197.39,3.22M,-0.56%
"Dec 14, 2016",198.69,198.74,203,196.76,4.15M,0.27%
"Dec 13, 2016",198.15,193.18,201.28,193,6.82M,2.97%
"Dec 12, 2016",192.43,192.8,194.42,191.04,2.44M,0.13%
"Dec 09, 2016",192.18,190.87,193.84,190.81,2.72M,-0.06%
"Dec 08, 2016",192.29,192.05,192.5,189.54,3.19M,-0.45%
"Dec 07, 2016",193.15,186.15,193.4,185,5.46M,3.93%
"Dec 06, 2016",185.85,185.52,186.58,182.68,3.39M,-0.51%
"Dec 05, 2016",186.8,182.51,188.89,182.51,4.07M,2.94%
"Dec 02, 2016",181.47,182.88,184.88,180,4.04M,-0.23%
"Dec 01, 2016",181.88,188.25,188.53,181,5.13M,-3.97%
"Nov 30, 2016",189.4,191,191.89,187.5,3.55M,-0.09%
"Nov 29, 2016",189.57,195.56,196.73,189.5,4.44M,-3.34%
"Nov 28, 2016",196.12,195.48,199.35,194.55,4.53M,-0.27%
"Nov 25, 2016",196.65,193.64,197.24,193.64,2.37M,1.82%
"Nov 23, 2016",193.14,190.61,195.64,189,4.89M,1.03%
"Nov 22, 2016",191.17,185.84,191.47,183.71,5.60M,3.60%
"Nov 21, 2016",184.52,185.04,188.89,184.41,4.36M,-0.27%
"Nov 18, 2016",185.02,190.65,193,185,5.21M,-1.93%
"Nov 17, 2016",188.66,183.49,189.49,182.11,4.89M,2.57%
"Nov 16, 2016",183.93,182.65,184.73,181.21,3.43M,0.09%
"Nov 15, 2016",183.77,182.78,186.43,182.05,3.90M,1.28%
"Nov 14, 2016",181.45,188,188.25,178.19,6.55M,-3.77%
"Nov 11, 2016",188.56,184.24,188.88,183,3.99M,1.73%
"Nov 10, 2016",185.35,191.05,191.61,180.42,6.75M,-2.48%
"Nov 09, 2016",190.06,186.88,192,183.95,8.17M,-2.50%
"Nov 08, 2016",194.94,193.79,197.49,191.26,3.27M,0.90%
"Nov 07, 2016",193.21,193.59,194.29,190.05,3.87M,1.39%
"Nov 04, 2016",190.56,189,193.46,185.96,5.15M,1.68%
"Nov 03, 2016",187.42,189,191.47,187.04,2.65M,-0.32%
"Nov 02, 2016",188.02,190.05,192.7,187.5,4.25M,-1.45%
"Nov 01, 2016",190.79,198.04,198.5,188.1,7.06M,-3.51%
"Oct 31, 2016",197.73,202.49,202.49,195.81,4.69M,-1.12%
"Oct 28, 2016",199.97,204,205.32,199.83,4.28M,-1.98%
"Oct 27, 2016",204.01,211.34,213.7,201.65,13.09M,0.88%
"Oct 26, 2016",202.24,201,203.19,200.1,5.63M,-0.05%
"Oct 25, 2016",202.34,202.9,204.69,201.2,2.45M,-0.21%
"Oct 24, 2016",202.76,201,203.95,200.25,2.75M,1.33%
"Oct 21, 2016",200.09,198.6,201.57,197.41,2.94M,0.50%
"Oct 20, 2016",199.1,202.12,203,197.05,5.07M,-2.19%
"Oct 19, 2016",203.56,199.74,206.66,198.06,6.99M,2.24%
"Oct 18, 2016",199.1,195.99,199.47,193.26,5.68M,2.65%
"Oct 17, 2016",193.96,197.05,198.39,192,4.55M,-1.30%
"Oct 14, 2016",196.51,200.66,201.43,196.3,4.27M,-1.86%
"Oct 13, 2016",200.24,200.5,200.9,197.05,2.50M,-0.63%
"Oct 12, 2016",201.51,200.95,203.88,200.42,1.97M,0.70%
"Oct 11, 2016",200.1,201.85,202.2,198.31,2.33M,-0.42%
"Oct 10, 2016",200.95,201.35,204.14,199.66,3.32M,2.21%
"Oct 07, 2016",196.61,201,201.32,195.8,3.49M,-2.18%
"Oct 06, 2016",201,202.46,204.21,200.21,4.70M,-3.58%
"Oct 05, 2016",208.46,212.24,213.15,208.12,1.88M,-1.40%
"Oct 04, 2016",211.41,213.1,213.32,208.82,3.54M,-1.07%
"Oct 03, 2016",213.7,212.3,215.67,208.25,6.00M,4.74%
"Sep 30, 2016",204.03,202.21,204.98,199.55,2.59M,1.66%
"Sep 29, 2016",200.7,205.6,207.33,200.58,2.73M,-2.70%
"Sep 28, 2016",206.27,207.51,208.25,205.26,2.09M,0.22%
"Sep 27, 2016",205.81,209.65,209.98,204.61,3.37M,-1.52%
"Sep 26, 2016",208.99,206.5,211,206.5,2.39M,0.74%
"Sep 23, 2016",207.45,205.99,210.18,205.67,2.91M,0.49%
"Sep 22, 2016",206.43,206.4,207.28,203,2.38M,0.59%
"Sep 21, 2016",205.22,206.37,207,201.56,2.63M,0.28%
"Sep 20, 2016",204.64,206.85,207.75,203.91,2.41M,-0.82%
"Sep 19, 2016",206.34,207,209.43,205,2.30M,0.46%
"Sep 16, 2016",205.4,200.42,205.7,199,3.11M,2.48%
"Sep 15, 2016",200.42,196.49,202.52,196.4,3.09M,2.04%
"Sep 14, 2016",196.41,195.75,197.92,194.86,2.26M,0.18%
"Sep 13, 2016",196.05,197.06,198.49,193.45,3.59M,-1.13%
"Sep 12, 2016",198.3,195,201.37,194.1,3.72M,1.97%
"Sep 09, 2016",194.47,199.09,199.92,193.7,3.76M,-1.46%
"Sep 08, 2016",197.36,199.55,199.89,196.36,3.38M,-2.16%
"Sep 07, 2016",201.71,205.5,206.5,200.71,3.64M,-0.55%
"Sep 06, 2016",202.83,199.02,203.25,199,4.39M,2.55%
"Sep 02, 2016",197.78,202.33,203.2,196.2,5.98M,-1.49%
"Sep 01, 2016",200.77,209.01,211.1,200.5,7.94M,-5.30%
"Aug 31, 2016",212.01,210.43,212.6,208.65,3.28M,0.32%
"Aug 30, 2016",211.34,216.11,216.11,210.52,3.17M,-1.79%
"Aug 29, 2016",215.2,220.15,220.4,215,3.27M,-2.18%
"Aug 26, 2016",219.99,222.14,222.85,218.82,2.24M,-0.44%
"Aug 25, 2016",220.96,223.11,223.8,220.77,1.76M,-0.75%
"Aug 24, 2016",222.62,227.05,227.15,222.22,2.57M,-0.99%
"Aug 23, 2016",224.84,224.32,228.49,222.8,4.78M,0.86%
"Aug 22, 2016",222.93,224.17,225.11,222.68,2.07M,-0.92%
"Aug 19, 2016",225,223.54,225.17,222.53,1.66M,0.67%
"Aug 18, 2016",223.51,223.82,225.66,222.29,1.71M,0.12%
"Aug 17, 2016",223.24,224.33,224.83,222.8,1.79M,-0.17%
"Aug 16, 2016",223.61,225.49,227.19,223.41,2.27M,-0.88%
"Aug 15, 2016",225.59,226.02,229.5,224.93,2.03M,-0.01%
"Aug 12, 2016",225.61,225.41,226.65,224.04,1.81M,0.31%
"Aug 11, 2016",224.91,226.17,227.57,223.41,1.88M,-0.33%
"Aug 10, 2016",225.65,228.24,229.87,224.62,2.34M,-1.50%
"Aug 09, 2016",229.08,226.82,231.54,226.65,2.21M,1.29%
"Aug 08, 2016",226.16,228,229.6,226.09,2.26M,-1.68%
"Aug 05, 2016",230.03,230,232,227.4,3.21M,-0.25%
"Aug 04, 2016",230.61,225.69,230.86,222.05,4.15M,2.13%
"Aug 03, 2016",225.79,227.37,229.7,224.21,3.89M,-0.62%
"Aug 02, 2016",227.2,229.37,229.87,221.4,3.93M,-1.22%
"Aug 01, 2016",230.01,235.5,236.63,229.38,4.02M,-2.04%
"Jul 29, 2016",234.79,230.7,235.28,230.24,3.07M,1.81%
"Jul 28, 2016",230.61,227.95,230.76,226.6,2.42M,0.93%
"Jul 27, 2016",228.49,229.34,233.36,226.92,2.89M,-0.44%
"Jul 26, 2016",229.51,227.69,230,225.3,3.43M,-0.22%
"Jul 25, 2016",230.01,222.27,231.39,221.37,4.49M,3.48%
"Jul 22, 2016",222.27,221.99,224.5,218.88,2.58M,0.80%
"Jul 21, 2016",220.5,226,227.85,219.1,4.43M,-3.44%
"Jul 20, 2016",228.36,226.47,229.8,225,2.57M,1.38%
"Jul 19, 2016",225.26,225,229.1,224.75,3.12M,-0.44%
"Jul 18, 2016",226.25,219.64,227.09,218.3,3.41M,2.65%
"Jul 15, 2016",220.4,222.52,222.75,219.64,2.23M,-0.51%
"Jul 14, 2016",221.53,223.12,224.94,221.05,2.68M,-0.45%
"Jul 13, 2016",222.53,225.5,225.59,220.29,3.57M,-0.94%
"Jul 12, 2016",224.65,224.1,227.5,223.22,4.58M,-0.06%
"Jul 11, 2016",224.78,219.96,226.78,219.51,5.43M,3.69%
"Jul 08, 2016",216.78,217.8,219.81,214.5,4.07M,0.39%
"Jul 07, 2016",215.94,213.1,218.12,213.01,3.61M,0.70%
"Jul 06, 2016",214.44,210,215.23,209,4.92M,0.21%
"Jul 05, 2016",213.98,209.73,214.54,208,5.18M,-1.16%
"Jul 01, 2016",216.5,206.14,218.24,206,5.40M,1.99%
"Jun 30, 2016",212.28,212.97,213.5,209.02,4.84M,0.99%
"Jun 29, 2016",210.19,205.13,211.78,203,5.99M,4.16%
"Jun 28, 2016",201.79,201.89,204.05,199.41,6.21M,1.63%
"Jun 27, 2016",198.55,190.86,198.81,187.87,7.22M,2.80%
"Jun 24, 2016",193.15,190.05,195.12,189.73,7.03M,-1.65%
"Jun 23, 2016",196.4,195.69,197.55,192.13,10.13M,-0.13%
"Jun 22, 2016",196.66,199.47,205.95,195.75,23.74M,-10.45%
"Jun 21, 2016",219.61,220.68,222.57,218.81,4.53M,-0.04%
"Jun 20, 2016",219.7,219.5,223.75,218.23,3.56M,1.96%
"Jun 17, 2016",215.47,217.81,219.99,214.5,3.11M,-1.13%
"Jun 16, 2016",217.93,217.42,218.04,213.5,2.44M,0.11%
"Jun 15, 2016",217.7,216.95,221.9,215.13,2.91M,1.27%
"Jun 14, 2016",214.96,218.88,222.2,212.53,3.58M,-1.34%
"Jun 13, 2016",217.87,219.5,225.77,217.66,4.19M,-0.42%
"Jun 10, 2016",218.79,227.39,227.97,218.42,6.03M,-4.61%
"Jun 09, 2016",229.36,234.98,235.33,227.06,4.49M,-2.62%
"Jun 08, 2016",235.52,233.8,240.84,232.6,5.97M,1.37%
"Jun 07, 2016",232.34,222.24,234.44,221.52,6.21M,5.28%
"Jun 06, 2016",220.68,218,220.9,215.45,2.25M,0.77%
"Jun 03, 2016",218.99,220,221.94,218.01,2.23M,0.01%
"Jun 02, 2016",218.96,219.59,219.91,217.11,2.03M,-0.27%
"Jun 01, 2016",219.56,221.48,222.4,216.89,2.98M,-1.64%
"May 31, 2016",223.23,223.04,224.75,221.5,2.79M,0.09%
"May 27, 2016",223.04,224.99,225.93,220.75,3.65M,-0.92%
"May 26, 2016",225.12,220.5,225.26,219.05,4.07M,2.52%
"May 25, 2016",219.58,217.91,221.36,216.51,3.13M,0.77%
"May 24, 2016",217.91,216.6,218.74,215.18,3.01M,0.78%
"May 23, 2016",216.22,219.87,222.6,215.86,5.10M,-1.84%
"May 20, 2016",220.28,216.99,220.55,216.35,9.01M,2.36%
"May 19, 2016",215.21,213.62,216.79,207.3,6.87M,1.91%
"May 18, 2016",211.17,209.15,215.31,207.75,5.62M,3.18%
"May 17, 2016",204.66,209.05,209.82,204.02,2.84M,-1.74%
"May 16, 2016",208.29,208.15,213.15,207.92,2.95M,0.33%
"May 13, 2016",207.61,207.78,211.2,206.7,2.82M,0.16%
"May 12, 2016",207.28,211.44,211.67,203.66,3.65M,-0.80%
"May 11, 2016",208.96,207.59,215.48,206.05,5.16M,0.13%
"May 10, 2016",208.69,207.55,209.47,205,4.07M,-0.11%
"May 09, 2016",208.92,215.72,216.15,206.8,4.78M,-2.80%
"May 06, 2016",214.93,210.87,216.37,208.11,5.69M,1.61%
"May 05, 2016",211.53,228.46,228.64,209.79,11.25M,-4.96%
"May 04, 2016",222.56,230.29,234.46,220.4,8.70M,-4.20%
"May 03, 2016",232.32,237.36,238.91,231.62,4.30M,-3.92%
"May 02, 2016",241.8,241.5,243.19,234.82,3.84M,0.43%
"Apr 29, 2016",240.76,248.14,248.43,237.81,5.41M,-2.81%
"Apr 28, 2016",247.71,249.85,253.43,247.44,2.52M,-1.50%
"Apr 27, 2016",251.47,252.75,255,249.4,3.21M,-0.89%
"Apr 26, 2016",253.74,252.05,255.73,249.39,3.22M,0.76%
"Apr 25, 2016",251.82,253.01,257.38,250.76,3.67M,-0.76%
"Apr 22, 2016",253.75,248.89,254,245.71,3.79M,2.20%
"Apr 21, 2016",248.29,248.99,250.9,246.91,2.78M,-0.67%
"Apr 20, 2016",249.97,246.26,253.66,241.5,5.19M,1.05%
"Apr 19, 2016",247.37,253.12,254.37,241.25,6.36M,-2.56%
"Apr 18, 2016",253.88,252.23,258.31,251.66,4.27M,-0.25%
"Apr 15, 2016",254.51,251.31,254.6,249.12,3.75M,1.05%
"Apr 14, 2016",251.86,253,256.84,251.05,4.13M,-1.05%
"Apr 13, 2016",254.53,248.51,255.5,247.33,4.93M,2.71%
"Apr 12, 2016",247.82,249.5,251.8,243.63,5.76M,-0.84%
"Apr 11, 2016",249.92,251,258.99,245.3,9.16M,-0.06%
"Apr 08, 2016",250.07,260.5,260.82,248.02,7.36M,-2.77%
"Apr 07, 2016",257.2,266.45,269.34,254.51,8.86M,-3.10%
"Apr 06, 2016",265.42,253.97,267.74,253.45,11.71M,3.89%
